年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	68010000-  	Setts, curbstones and flagstones, of natural stone (except slate).	50	 	024	008	68
2019	HS2017	68021000-  	- Tiles, cubes and similar articles, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings and powder	30	 	024	008	68
2019	HS2017	68022100-  	- - Marble, travertine and alabaster	50	 	024	008	68
2019	HS2017	68022300-  	- - Granite	50	 	024	008	68
2019	HS2017	68022900-  	- - Other stone	50	 	024	008	68
2019	HS2017	68029100-  	- - Marble, travertine and alabaster	50	 	024	008	68
2019	HS2017	68029200-  	- - Other calcareous stone	50	 	024	008	68
2019	HS2017	68029300-  	- - Granite	50	 	024	008	68
2019	HS2017	68029900-  	- - Other stone	50	 	024	008	68
2019	HS2017	68030000-  	Worked slate and articles of slate or of agglomerated slate.	10	 	024	008	68
2019	HS2017	68041000-  	- Millstones and grindstones for milling, grinding or pulping	10	 	024	008	68
2019	HS2017	68042100-  	- - Of agglomerated synthetic or natural diamond	10	 	024	008	68
2019	HS2017	68042200-  	- - Of other agglomerated abrasives or of ceramics	10	 	024	008	68
2019	HS2017	68042300-  	- - Of natural stone	10	 	024	008	68
2019	HS2017	68043000-  	- Hand sharpening or polishing stones	10	 	024	008	68
2019	HS2017	68051000-  	- On a base of woven textile fabric only	10	 	024	008	68
2019	HS2017	68052000-  	- On a base of paper or paperboard only	10	 	024	008	68
2019	HS2017	68053000-  	- On a base of other materials	10	 	024	008	68
2019	HS2017	68061000-  	- Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls	10	 	024	008	68
2019	HS2017	68062000-  	- Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)	10	 	024	008	68
2019	HS2017	68069000-  	- Other	10	 	024	008	68
2019	HS2017	68071000-  	- In rolls	2	 	024	008	68
2019	HS2017	68079000-  	- Other	2	 	024	008	68
2019	HS2017	68080000-  	Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders.	2	 	024	008	68
2019	HS2017	68091100-  	- - Faced or reinforced with paper or paperboard only	10	 	024	008	68
2019	HS2017	68091900-  	- - Other	10	 	024	008	68
2019	HS2017	68099000-  	- Other articles	10	 	024	008	68
2019	HS2017	68101100-  	- - Building blocks and bricks	50	 	024	008	68
2019	HS2017	68101900-  	- - Other	50	 	024	008	68
2019	HS2017	68109100-  	- - Prefabricated structural components for building or civil engineering	50	 	024	008	68
2019	HS2017	68109900-  	- - Other	50	 	024	008	68
2019	HS2017	68114000-  	- Containing asbestos	50	 	024	008	68
2019	HS2017	68118100-  	- - Corrugated sheets	50	 	024	008	68
2019	HS2017	68118200-  	- - Other sheets, panels, tiles and similar articles	50	 	024	008	68
2019	HS2017	68118900-  	- - Other articles	50	 	024	008	68
2019	HS2017	68128000-  	- Of crocidolite	50	 	024	008	68
2019	HS2017	68129100-  	- - Clothing, clothing accessories, footwear and headgear	30	 	024	008	68
2019	HS2017	68129200-  	- - Paper, millboard and felt	30	 	024	008	68
2019	HS2017	68129300-  	- - Compressed asbestos fibre jointing, in sheets or rolls	30	 	024	008	68
2019	HS2017	68129900-  	- - Other	30	 	024	008	68
2019	HS2017	68132000-  	- Containing asbestos	10	 	024	008	68
2019	HS2017	68138100-  	- - Brake linings and pads	10	 	024	008	68
2019	HS2017	68138900-  	- - Other	10	 	024	008	68
2019	HS2017	68141000-  	- Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support	30	 	024	008	68
2019	HS2017	68149000-  	- Other	30	 	024	008	68
2019	HS2017	68151000-  	- Non-electrical articles of graphite or other carbon	30	 	024	008	68
2019	HS2017	68152000-  	- Articles of peat	30	 	024	008	68
2019	HS2017	68159100-  	- - Containing magnesite, dolomite or chromite	50	 	024	008	68
2019	HS2017	68159900-  	- - Other	50	 	024	008	68
