年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	3901101000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3901102000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3901109000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3901201000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3901202000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3901209000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3901301000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3901302000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3901309000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3901401000-  	- - - Sous forme liquides ou pâteux, y compris les émulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3901402000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3901409000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3901901000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3901902000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3901909000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3902101000-  	- - - Apyrogene et/ou atoxique	5	 	012	008	39
2017	HS2017	3902109100-  	- - - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3902109200-  	- - - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3902109900-  	- - - - Autres	5	 	012	008	39
2017	HS2017	3902201000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3902202000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3902209000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3902301000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3902302000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3902309000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3902901000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3902902000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3902909000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3903111000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3903112000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3903119000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3903191000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3903192000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3903199000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3903201000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3903202000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3903209000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3903301000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3903302000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3903309000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3903901000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3903902000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3903909000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3904101000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
2017	HS2017	3904102000-  	- - - Sous forme de poudre	5	 	012	008	39
2017	HS2017	3904109000-  	- - - Autres	5	 	012	008	39
2017	HS2017	3904211000-  	- - - Sous forme liquides ou pateux, y compris les emulsions, dispersions et solutions	5	 	012	008	39
