年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	4101201100-  	- - - - Frais	5	 	012	008	41
2017	HS2017	4101201200-  	- - - - Sales verts	5	 	012	008	41
2017	HS2017	4101201300-  	- - - - Seches ou sales secs	5	 	012	008	41
2017	HS2017	4101201900-  	- - - - Autres	5	 	012	008	41
2017	HS2017	4101202100-  	- - - - Frais	5	 	012	008	41
2017	HS2017	4101202200-  	- - - - Sales verts	5	 	012	008	41
2017	HS2017	4101202300-  	- - - - Seches ou sales secs	5	 	012	008	41
2017	HS2017	4101202900-  	- - - - Autres	5	 	012	008	41
2017	HS2017	4101501100-  	- - - - Frais	5	 	012	008	41
2017	HS2017	4101501200-  	- - - - Sales verts	5	 	012	008	41
2017	HS2017	4101501300-  	- - - - Seches ou sales secs	5	 	012	008	41
2017	HS2017	4101501900-  	- - - - Autres	5	 	012	008	41
2017	HS2017	4101502100-  	- - - - Frais	5	 	012	008	41
2017	HS2017	4101502200-  	- - - - Sales verts	5	 	012	008	41
2017	HS2017	4101502300-  	- - - - Seches ou sales secs	5	 	012	008	41
2017	HS2017	4101502900-  	- - - - Autres	5	 	012	008	41
2017	HS2017	4101901100-  	- - - - Frais	5	 	012	008	41
2017	HS2017	4101901200-  	- - - - Sales verts	5	 	012	008	41
2017	HS2017	4101901300-  	- - - - Seches ou sales secs	5	 	012	008	41
2017	HS2017	4101901900-  	- - - - Autres	5	 	012	008	41
2017	HS2017	4101902100-  	- - - - Frais	5	 	012	008	41
2017	HS2017	4101902200-  	- - - - Sales verts	5	 	012	008	41
2017	HS2017	4101902300-  	- - - - Seches ou sales secs	5	 	012	008	41
2017	HS2017	4101902900-  	- - - - Autres	5	 	012	008	41
2017	HS2017	4102101000-  	- - -d'agneaux	5	 	012	008	41
2017	HS2017	4102109000-  	- - -d'autres ovins	5	 	012	008	41
2017	HS2017	4102210000-  	- - Picklées	5	 	012	008	41
