年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	2201101100-  	- - - - En recipients d'une contenance n'excedant pas 2 litres	30	 	012	008	22
2017	HS2017	2201101200-  	- - - - Autres	30	 	012	008	22
2017	HS2017	2201102100-  	- - - - En recipients d'une contenance n'excedant pas 2 litres	30	 	012	008	22
2017	HS2017	2201102900-  	- - - - Autres	30	 	012	008	22
2017	HS2017	2201901000-  	- - - Glace et neige	30	 	012	008	22
2017	HS2017	2201909000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2202101000-  	- - - Eaux gazeifiees additionnees de sucre ou d'autres edulcorants ou aromatisees	30	 	012	008	22
2017	HS2017	2202109000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2202910000-  	- - Bière sans alcool	30	 	012	008	22
2017	HS2017	2202991000-  	- - - Boissons toniques ou énergétiques	30	 	012	008	22
2017	HS2017	2202993000-  	- - - Nectars	30	 	012	008	22
2017	HS2017	2202994100-  	- - - - D’une teneur en produit lacté supérieure à 50%	30	 	012	008	22
2017	HS2017	2202994200-  	- - - - D’une teneur en produit lacté inférieure ou égale à 50%	30	 	012	008	22
2017	HS2017	2202995000-  	- - - Boissons à base de jus d’un seul fruit ou légume, enrichie en minéraux et en vitamines	30	 	012	008	22
2017	HS2017	2202996000-  	- - - Boissons à base de mélanges de jus de fruits ou légumes, enrichie en minéraux et en vitamines	30	 	012	008	22
2017	HS2017	2202999000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2203001000-  	- - - En recipients d'une contenance n'excedant pas 2 litres	30	 	012	008	22
2017	HS2017	2203009000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2204101000-  	- - - D'un titre alcoometrique volumique n'excedant pas 22,9 % vol	30	 	012	008	22
2017	HS2017	2204109000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2204211100-  	- - - - Blancs	30	 	012	008	22
2017	HS2017	2204211200-  	- - - - Rouges	30	 	012	008	22
2017	HS2017	2204211300-  	- - - - Roses	30	 	012	008	22
2017	HS2017	2204219000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2204221000-  	- - - Vins	30	 	012	008	22
2017	HS2017	2204229000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2204291000-  	- - - Vins	30	 	012	008	22
2017	HS2017	2204299000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2204301000-  	- - - D'un titre alcoometrique volumique n'excedant pas 22,9 % vol	30	 	012	008	22
2017	HS2017	2204309000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2205101000-  	- - - Vermouth, blanc	30	 	012	008	22
2017	HS2017	2205102000-  	- - - Vermouth, rouge	30	 	012	008	22
2017	HS2017	2205109000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2205901000-  	- - - D'un titre alcoometrique volumique n'excedant pas 18,3 % vol	30	 	012	008	22
2017	HS2017	2205902000-  	- - - D'un titre alcoometrique volumique excedant 18,3 % vol mais n'excedant pas 22,9 % vol	30	 	012	008	22
2017	HS2017	2205903000-  	- - - D'un titre alcoometrique volumique excedant 22,9 % vol	30	 	012	008	22
2017	HS2017	2206001000-  	- - - Cidre	30	 	012	008	22
2017	HS2017	2206002000-  	- - - Vin de pruneaux	30	 	012	008	22
2017	HS2017	2206003000-  	- - - Poire	30	 	012	008	22
2017	HS2017	2206004000-  	- - - Autre vins, mousseux	30	 	012	008	22
2017	HS2017	2206005000-  	- - - Sake et autres vins, non mousseux	30	 	012	008	22
2017	HS2017	2206009100-  	- - - - Hydromel	30	 	012	008	22
2017	HS2017	2206009900-  	- - - - Autres	30	 	012	008	22
2017	HS2017	2207101000-  	- - - Devant etre employe comme spiritueux ou breuvage alcoolique ou devant servir a la fabrication de spiritueux ou de breuvages alcooliques	30	 	012	008	22
2017	HS2017	2207109000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2207201000-  	- - - Alcool ethylique	30	 	012	008	22
2017	HS2017	2207209000-  	- - - Autres	30	 	012	008	22
2017	HS2017	2208201000-  	- - - En recipients d'une contenance n'excedant pas 2 litres	30	 	012	008	22
2017	HS2017	2208209000-  	- - - Autres	30	 	012	008	22
