年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	4901101000-  	- - - Pages pour livres, non reliees	5	 	012	008	49
2017	HS2017	4901109000-  	- - - Autres	5	 	012	008	49
2017	HS2017	4901910000-  	- - Dictionnaires et encyclopédies, même en fascicules	5	 	012	008	49
2017	HS2017	4901991000-  	- - - A caracteres Braille	5	 	012	008	49
2017	HS2017	4901992100-  	- - - - Livres scolaires	5	 	012	008	49
2017	HS2017	4901992200-  	- - - - Livres techniques, scientifiques ou professionnels	5	 	012	008	49
2017	HS2017	4901992300-  	- - - - Le saint coran	5	 	012	008	49
2017	HS2017	4901992900-  	- - - - Autres livres	5	 	012	008	49
2017	HS2017	4901993000-  	- - - Journaux et publications periodiques, tel que definis dans la Note 3 du present Chapitre	5	 	012	008	49
2017	HS2017	4901994000-  	- - - Brochures et imprimes similaires	5	 	012	008	49
2017	HS2017	4901999000-  	- - - Autres	5	 	012	008	49
2017	HS2017	4902101000-  	- - - Journaux quotidiens	15	 	012	008	49
2017	HS2017	4902109000-  	- - - Autres journaux et publications	15	 	012	008	49
2017	HS2017	4902901000-  	- - - Bimensuels ou mensuels	15	 	012	008	49
2017	HS2017	4902902000-  	- - - Trimestriels ou semestriels	15	 	012	008	49
2017	HS2017	4902909000-  	- - - Autres publications periodiques	15	 	012	008	49
2017	HS2017	4903001000-  	- - - Albums ou livres d'images pour enfants	5	 	012	008	49
2017	HS2017	4903002000-  	- - - Albums a dessiner ou a colorier pour enfants	5	 	012	008	49
2017	HS2017	4904001000-  	- - - Feuillets de musique, meme agrafes ou plies, mais non autrement relies	30	 	012	008	49
2017	HS2017	4904009000-  	- - - Autres	30	 	012	008	49
2017	HS2017	4905100000-  	- Globes	30	 	012	008	49
2017	HS2017	4905911000-  	- - - Non entoiles	30	 	012	008	49
2017	HS2017	4905919000-  	- - - Autres	30	 	012	008	49
2017	HS2017	4905991000-  	- - - Cartes geographiques, hydrographiques ou astronomiques	30	 	012	008	49
2017	HS2017	4905999000-  	- - - Autres	30	 	012	008	49
2017	HS2017	4906001000-  	- - - Ecrits a la main	30	 	012	008	49
2017	HS2017	4906009000-  	- - - Autres	30	 	012	008	49
2017	HS2017	4907001100-  	- - - - Timbres poste	30	 	012	008	49
2017	HS2017	4907001200-  	- - - - Timbres fiscaux et analogues	30	 	012	008	49
2017	HS2017	4907002000-  	- - - Billets de banque	30	 	012	008	49
2017	HS2017	4907009100-  	- - - - Cartes de recharge telephonique “a service prepaye”	30	 	012	008	49
2017	HS2017	4907009200-  	- - - - Cheques	30	 	012	008	49
2017	HS2017	4907009300-  	- - - - Titresd'actions oud'obligations et autres titres similaires valides	30	 	012	008	49
2017	HS2017	4907009400-  	- - - - Papiers timbres	30	 	012	008	49
2017	HS2017	4907009900-  	- - - - Autres	30	 	012	008	49
2017	HS2017	4908101000-  	- - - Pour usages industriels	30	 	012	008	49
2017	HS2017	4908102000-  	- - - Destinees a l'amusement des enfants	30	 	012	008	49
2017	HS2017	4908103000-  	- - - Utilisees a des fins ornementales	30	 	012	008	49
2017	HS2017	4908109000-  	- - - Autres	30	 	012	008	49
2017	HS2017	4908901000-  	- - - Pour usages industriels	15	 	012	008	49
2017	HS2017	4908909100-  	- - - - Destinees a l'amusement des enfants	30	 	012	008	49
2017	HS2017	4908909200-  	- - - - Utilisees a des fins ornementales	30	 	012	008	49
2017	HS2017	4908909900-  	- - - - Autres	30	 	012	008	49
2017	HS2017	4909001000-  	- - - A caractere commercial ou publicitaire	30	 	012	008	49
2017	HS2017	4909009110-  	- - - - - Reproduisant des lieux, sites et paysages specifiquement algerien ou bien des sujets ou des scenes caracteristiques du folklore algerien	30	 	012	008	49
2017	HS2017	4909009190-  	- - - - - Autres	30	 	012	008	49
2017	HS2017	4909009900-  	- - - - Autres	30	 	012	008	49
2017	HS2017	4910001000-  	- - - Blocs de calendriers	30	 	012	008	49
2017	HS2017	4910009100-  	- - - - Calendriers en papier ou carton, imprimes	30	 	012	008	49
2017	HS2017	4910009900-  	- - - - Autres calendriers de tous genres, imprimes	30	 	012	008	49
2017	HS2017	4911101000-  	- - - Imprimes publicitaires, brochures et catalogues similaires a caractere officiel d'interet general, culturel et scientifique	30	 	012	008	49
2017	HS2017	4911109000-  	- - - Autres	30	 	012	008	49
2017	HS2017	4911911000-  	- - - Encadrees	30	 	012	008	49
2017	HS2017	4911912100-  	- - - - Destines a des usages a caractere pedagogique	30	 	012	008	49
2017	HS2017	4911912900-  	- - - - Autres	30	 	012	008	49
2017	HS2017	4911991000-  	- - - Dactylographies (y compris les copies obtenues au carbone)	30	 	012	008	49
2017	HS2017	4911992000-  	- - - Billets de passage pour tous types de voyage	30	 	012	008	49
2017	HS2017	4911993000-  	- - - Documents et cartes d'identite	30	 	012	008	49
2017	HS2017	4911999100-  	- - - - Destines a des usages a caractere pedagogique	30	 	012	008	49
2017	HS2017	4911999900-  	- - - - Autres	30	 	012	008	49
