年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	0401101000-  	- - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401109000-  	- - - Autres	30	 	012	008	04
2017	HS2017	0401201110-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401201190-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401201210-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401201290-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401202110-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401202190-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401202210-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401202290-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401401100-  	- - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401401900-  	- - - - Autres	30	 	012	008	04
2017	HS2017	0401402100-  	- - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401402900-  	- - - - Autres	30	 	012	008	04
2017	HS2017	0401501110-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401501190-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401501210-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401501290-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401501310-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401501390-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401502110-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401502190-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401502210-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401502290-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0401502310-  	- - - - - En emballage immediats d'un contenu net n'excedant pas 2 L	30	 	012	008	04
2017	HS2017	0401502390-  	- - - - - Autres	30	 	012	008	04
2017	HS2017	0402101100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
2017	HS2017	0402101200-  	"- - - - Laits speciaux, dits ""pour nourrissons"", en recipients hermetiquement fermes."""	5	 	012	008	04
2017	HS2017	0402101300-  	- - - - Destine a l’industrie alimentaire	5	 	012	008	04
2017	HS2017	0402101400-  	- - - - Destine a l'alimentation animale	5	 	012	008	04
2017	HS2017	0402101900-  	- - - - Autres	5	 	012	008	04
2017	HS2017	0402109100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
2017	HS2017	0402109200-  	"- - - - Laits speciaux, dits ""pour nourrissons"", en recipients hermetiquement fermes."""	5	 	012	008	04
2017	HS2017	0402109300-  	- - - - Destine a l’industrie alimentaire	5	 	012	008	04
2017	HS2017	0402109400-  	- - - - Destine a l'alimentation animale	5	 	012	008	04
2017	HS2017	0402109900-  	- - - - Autres	5	 	012	008	04
2017	HS2017	0402211100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
2017	HS2017	0402211200-  	"- - - - Laits speciaux, dits ""pour nourrissons"", en recipients hermetiquement fermes."""	5	 	012	008	04
2017	HS2017	0402211300-  	- - - - Destine a l’industrie alimentaire	5	 	012	008	04
2017	HS2017	0402211400-  	- - - - Destine a l'alimentation animale	5	 	012	008	04
2017	HS2017	0402211900-  	- - - - Autres	5	 	012	008	04
2017	HS2017	0402212100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
2017	HS2017	0402212200-  	"- - - - Laits speciaux, dits ""pour nourrissons"", en recipients hermetiquement fermes"""	5	 	012	008	04
2017	HS2017	0402212300-  	- - - - Destine a l’industrie alimentaire	5	 	012	008	04
2017	HS2017	0402212400-  	- - - - Destine a l'alimentation animale	5	 	012	008	04
2017	HS2017	0402212900-  	- - - - Autres	5	 	012	008	04
2017	HS2017	0402213100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
2017	HS2017	0402213200-  	"- - - - Laits speciaux, dits ""pour nourrissons"", en recipients hermetiquement fermes"""	5	 	012	008	04
2017	HS2017	0402213300-  	- - - - Destine a l’industrie alimentaire	5	 	012	008	04
2017	HS2017	0402213400-  	- - - - Destine a l'alimentation animale	5	 	012	008	04
2017	HS2017	0402213900-  	- - - - Autres	5	 	012	008	04
2017	HS2017	0402214000-  	- - - Creme de lait	5	 	012	008	04
2017	HS2017	0402291100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
2017	HS2017	0402291200-  	"- - - - Laits speciaux, dits ""pour nourrissons"", en recipients hermetiquement"""	5	 	012	008	04
2017	HS2017	0402291300-  	- - - - Destine a l’industrie alimentaire	5	 	012	008	04
2017	HS2017	0402291400-  	- - - - Destine a l'alimentation animale	5	 	012	008	04
2017	HS2017	0402291900-  	- - - - Autres	5	 	012	008	04
2017	HS2017	0402292100-  	- - - - Destine a l'alimentation humaine, en emballage immediats d'un contenu net n'excedant pas 2 kg	5	 	012	008	04
