年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2017	HS2017	4801001100-  	- - D’une largeur excédant 28 cm mais n’excédant pas 36 cm	15	 	012	008	48
2017	HS2017	4801001200-  	- - D’une largeur excédant 36 cm	5	 	012	008	48
2017	HS2017	4801002100-  	- - Dont au moins un côté excédant 28 cm mais n’excédant pas 36 cm, et l’autre 15 cm à l’état non plié	30	 	012	008	48
2017	HS2017	4801002200-  	- - Dont au moins un côté excède 36 cm et l’autre 15 cm à l’état non plié.	5	 	012	008	48
2017	HS2017	4802100000-  	- Papiers et cartons formés feuille à feuille (papiers à la main)	15	 	012	008	48
2017	HS2017	4802200000-  	- Papiers et cartons supports pour papiers ou cartons photosensibles, sensibles à la chaleur ou électrosensibles	15	 	012	008	48
2017	HS2017	4802400000-  	- Papiers supports pour papiers peints	15	 	012	008	48
2017	HS2017	4802540000-  	- - D'un poids au m² inférieur à 40 g	15	 	012	008	48
2017	HS2017	4802551000-  	- - - D'un poids au m2 de 40 g ou plus mais inferieur a 60g, en rouleaux	15	 	012	008	48
2017	HS2017	4802552000-  	- - - D'un poids au m2 de 60 g ou plus mais inferieur a 750g, en rouleaux	15	 	012	008	48
2017	HS2017	4802553000-  	- - - D'un poids au m2 de 75 g ou plus mais inferieur a 80 g, en rouleaux	15	 	012	008	48
2017	HS2017	4802554000-  	- - - D'un poids au m2 de 80 g ou plus mais n'excedant pas 150g, en rouleaux	15	 	012	008	48
2017	HS2017	4802561000-  	- - - Dont un cote mesure 297 mm et l’autre mesure 420 mm (Format A3)	30	 	012	008	48
2017	HS2017	4802562000-  	- - - Dont un cote mesure 297mm et l’autre mesure 210 mm (Format A4)	30	 	012	008	48
2017	HS2017	4802563000-  	- - - Dont un cote mesure 148 mm et l’autre mesure 210 mm (Format A5)	30	 	012	008	48
2017	HS2017	4802569000-  	- - - Autres	30	 	012	008	48
2017	HS2017	4802570000-  	- - Autres, d'un poids au m² de 40 g ou plus mais n'excédant pas 150 g	15	 	012	008	48
2017	HS2017	4802581000-  	- - - En rouleaux	15	 	012	008	48
2017	HS2017	4802589000-  	- - - Autres	15	 	012	008	48
