年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	94011000-  	–  Seats of a kind used for aircraft	0	 	008	012	94
2019	HS2017	94012000-  	–  Seats of a kind used for motor vehicles	0	 	008	012	94
2019	HS2017	94013000-  	–  Swivel seats with variable height adjustment	0	 	008	012	94
2019	HS2017	94014000-  	–  Seats other than garden seats or camping equipment, convertible into beds	0	 	008	012	94
2019	HS2017	94015200-  	– –  Of bamboo	0	 	008	012	94
2019	HS2017	94015300-  	– –  Of rattan	0	 	008	012	94
2019	HS2017	94015900-  	– –  Other	0	 	008	012	94
2019	HS2017	94016100-  	– –  Upholstered	0	 	008	012	94
2019	HS2017	94016900-  	– –  Other	0	 	008	012	94
2019	HS2017	94017100-  	– –  Upholstered	0	 	008	012	94
2019	HS2017	94017900-  	– –  Other	0	 	008	012	94
2019	HS2017	94018000-  	–  Other seats	0	 	008	012	94
2019	HS2017	94019010-  	– –  Of seats of a kind used for aircraft	0	 	008	012	94
2019	HS2017	94019030-  	– – –  Of wood	0	 	008	012	94
2019	HS2017	94019080-  	– – –  Other	0	 	008	012	94
2019	HS2017	94021000-  	–  Dentists', barbers' or similar chairs and parts thereof	0	 	008	012	94
2019	HS2017	94029000-  	–  Other	0	 	008	012	94
2019	HS2017	94031051-  	– – –  Desks	0	 	008	012	94
2019	HS2017	94031058-  	– – –  Other	0	 	008	012	94
2019	HS2017	94031091-  	– – –  Cupboards with doors, shutters or flaps	0	 	008	012	94
2019	HS2017	94031093-  	– – –  Filing, card-index and other cabinets	0	 	008	012	94
2019	HS2017	94031098-  	– – –  Other	0	 	008	012	94
2019	HS2017	94032020-  	– –  Beds	0	 	008	012	94
2019	HS2017	94032080-  	– –  Other	0	 	008	012	94
2019	HS2017	94033011-  	– – –  Desks	0	 	008	012	94
2019	HS2017	94033019-  	– – –  Other	0	 	008	012	94
2019	HS2017	94033091-  	– – –  Cupboards with doors, shutters or flaps; filing, card-index and other cabinets	0	 	008	012	94
