年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2019	HS2017	33011210-  	– – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33011290-  	– – –  Deterpenated	6	 	008	012	33
2019	HS2017	33011310-  	– – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33011390-  	– – –  Deterpenated	6	 	008	012	33
2019	HS2017	33011920-  	– – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33011980-  	– – –  Deterpenated	6	 	008	012	33
2019	HS2017	33012410-  	– – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33012490-  	– – –  Deterpenated	6	 	008	012	33
2019	HS2017	33012510-  	– – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33012590-  	– – –  Deterpenated	6	 	008	012	33
2019	HS2017	33012911-  	– – – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33012931-  	– – – –  Deterpenated	6	 	008	012	33
2019	HS2017	33012941-  	– – – –  Not deterpenated	6	 	008	012	33
2019	HS2017	33012971-  	– – – – –  Of geranium; of jasmin; of vetiver	6	 	008	012	33
2019	HS2017	33012979-  	– – – – –  Of lavender or of lavandin	6	 	008	012	33
2019	HS2017	33012991-  	– – – – –  Other	6	 	008	012	33
2019	HS2017	33013000-  	–  Resinoids	6	 	008	012	33
2019	HS2017	33019010-  	– –  Terpenic by-products of the deterpenation of essential oils	6	 	008	012	33
2019	HS2017	33019021-  	– – –  Of liquorice and hops	6	 	008	012	33
2019	HS2017	33019030-  	– – –  Other	6	 	008	012	33
2019	HS2017	33019090-  	– –  Other	6	 	008	012	33
2019	HS2017	33021010-  	– – – –  Of an actual alcoholic strength by volume exceeding 0,5 %	2	 	008	012	33
2019	HS2017	33021021-  	– – – – –  Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5 % milkfat, 5 % sucrose or isoglucose, 5 % glucose or starch	6	 	008	012	33
2019	HS2017	33021029-  	– – – – –  Other	6	 	008	012	33
2019	HS2017	33021040-  	– – –  Other	6	 	008	012	33
2019	HS2017	33021090-  	– –  Of a kind used in the food industries	2	 	008	012	33
2019	HS2017	33029010-  	– –  Alcoholic solutions	2	 	008	012	33
2019	HS2017	33029090-  	– –  Other	2	 	008	012	33
2019	HS2017	33030010-  	–  Perfumes	6	 	008	012	33
2019	HS2017	33030090-  	–  Toilet waters	6	 	008	012	33
2019	HS2017	33041000-  	–  Lip make-up preparations	6	 	008	012	33
2019	HS2017	33042000-  	–  Eye make-up preparations	6	 	008	012	33
2019	HS2017	33043000-  	–  Manicure or pedicure preparations	6	 	008	012	33
2019	HS2017	33049100-  	– –  Powders, whether or not compressed	6	 	008	012	33
2019	HS2017	33049900-  	– –  Other	6	 	008	012	33
2019	HS2017	33051000-  	–  Shampoos	6	 	008	012	33
2019	HS2017	33052000-  	–  Preparations for permanent waving or straightening	6	 	008	012	33
2019	HS2017	33053000-  	–  Hair lacquers	6	 	008	012	33
2019	HS2017	33059000-  	–  Other	6	 	008	012	33
2019	HS2017	33061000-  	–  Dentifrices	6	 	008	012	33
2019	HS2017	33062000-  	–  Yarn used to clean between the teeth (dental floss)	6	 	008	012	33
2019	HS2017	33069000-  	–  Other	6	 	008	012	33
2019	HS2017	33071000-  	–  Pre-shave, shaving or aftershave preparations	6	 	008	012	33
2019	HS2017	33072000-  	–  Personal deodorants and antiperspirants	6	 	008	012	33
2019	HS2017	33073000-  	–  Perfumed bath salts and other bath preparations	6	 	008	012	33
2019	HS2017	33074100-  	– –  ‘Agarbatti’ and other odoriferous preparations which operate by burning	6	 	008	012	33
2019	HS2017	33074900-  	– –  Other	6	 	008	012	33
2019	HS2017	33079000-  	–  Other	6	 	008	012	33
