年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2018	HS2017	0401101000-  	- - In immediate packings of a net content not exceeding 2 litres	15	 	051	008	04
2018	HS2017	0401109000-  	- - Other	15	 	051	008	04
2018	HS2017	0401201101-  	- - - - Milk in immediate packings of a net content not exceeding 0.35 litres, for infants and young children:	5	 	051	008	04
2018	HS2017	0401201109-  	- - - - Other	15	 	051	008	04
2018	HS2017	0401201900-  	- - - Other	15	 	051	008	04
2018	HS2017	0401209101-  	- - - - Milk in immediate packings of a net content not exceeding 0.35 litres, for infants and young children:	5	 	051	008	04
2018	HS2017	0401209109-  	- - - - Other	15	 	051	008	04
2018	HS2017	0401209900-  	- - - Other	15	 	051	008	04
2018	HS2017	0401401000-  	- - In immediate packings of a net content not exceeding 2 litres	15	 	051	008	04
2018	HS2017	0401409000-  	- - Other	15	 	051	008	04
2018	HS2017	0401501100-  	- - - In immediate packings of a net content not exceeding 2 litres	15	 	051	008	04
2018	HS2017	0401501900-  	- - - Other	15	 	051	008	04
2018	HS2017	0401503100-  	- - - In immediate packings of a net content not exceeding 2 litres	15	 	051	008	04
2018	HS2017	0401503900-  	- - - Other	15	 	051	008	04
2018	HS2017	0401509100-  	- - - In immediate packings of a net content not exceeding 2 litres	15	 	051	008	04
2018	HS2017	0401509900-  	- - - Other	15	 	051	008	04
2018	HS2017	0402101100-  	- - - In immediate packaging, net weight of up to 2.5 kg	11	 	051	008	04
2018	HS2017	0402101900-  	- - - Other	11	 	051	008	04
2018	HS2017	0402109100-  	- - - In immediate packaging, net weight of up to 2.5 kg	15	 	051	008	04
2018	HS2017	0402109900-  	- - - Other	11	 	051	008	04
2018	HS2017	0402211100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	11	 	051	008	04
2018	HS2017	0402211800-  	- - - - Other	11	 	051	008	04
2018	HS2017	0402219100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	15	 	051	008	04
2018	HS2017	0402219900-  	- - - - Other	11	 	051	008	04
2018	HS2017	0402291100-  	- - - - Special milk, for infants, in hermetically sealed containers of a net content not exceeding 500 g, of a fat content, by weight, exceeding 10 %	5	 	051	008	04
2018	HS2017	0402291500-  	- - - - - In immediate packings of a net content not exceeding 2.5 kg	15	 	051	008	04
2018	HS2017	0402291900-  	- - - - - Other	15	 	051	008	04
2018	HS2017	0402299100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	11	 	051	008	04
2018	HS2017	0402299900-  	- - - - Other	11	 	051	008	04
2018	HS2017	0402911000-  	- - - Of a fat content, by weight, not exceeding 8 %	15	 	051	008	04
2018	HS2017	0402913000-  	- - - Of a fat content, by weight, exceeding 8 % but not exceeding 10 %	15	 	051	008	04
2018	HS2017	0402915100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	15	 	051	008	04
2018	HS2017	0402915900-  	- - - - Other	15	 	051	008	04
2018	HS2017	0402919100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	15	 	051	008	04
2018	HS2017	0402919900-  	- - - - Other	15	 	051	008	04
2018	HS2017	0402991000-  	- - - Of a fat content, by weight, not exceeding 9.5 %	15	 	051	008	04
2018	HS2017	0402993100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	11	 	051	008	04
2018	HS2017	0402993900-  	- - - - Other	11	 	051	008	04
2018	HS2017	0402999100-  	- - - - In immediate packaging, net weight of up to 2.5 kg	15	 	051	008	04
2018	HS2017	0402999900-  	- - - - Other	11	 	051	008	04
2018	HS2017	0403101100-  	- - - - Not exceeding 3 %	 	15% but not less than 0.18 euro per kg	051	008	04
2018	HS2017	0403101300-  	- - - - Exceeding 3 % but not exceeding 6 %	 	15% but not less than 0.18 euro per kg	051	008	04
2018	HS2017	0403101900-  	- - - - Exceeding 6 %	 	15% but not less than 0.18 euro per kg	051	008	04
2018	HS2017	0403103100-  	- - - - Not exceeding 3 %	 	15% but not less than 0.18 euro per kg	051	008	04
2018	HS2017	0403103300-  	- - - - Exceeding 3 % but not exceeding 6 %	 	15% but not less than 0.18 euro per kg	051	008	04
2018	HS2017	0403103900-  	- - - - Exceeding 6 %	 	15% but not less than 0.18 euro per kg	051	008	04
2018	HS2017	0403105100-  	- - - - Not exceeding 1.5 %	 	15% but not less than 0.18 euro per kg	051	008	04
