年度	關稅版本	HS Code	產品描述	從價稅 %	從量稅	import	export	hs2
2018	HS2017	2101110011-  	- - - - - In immediate packings of a net content not exceeding 3 kg	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110012-  	- - - - - Other	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110013-  	- - - - - In immediate packings of a net content not exceeding 3 kg	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110014-  	- - - - - Other	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110015-  	- - - - - In immediate packings of a net content not exceeding 3 kg	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110016-  	- - - - - Other	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110017-  	- - - - - In immediate packings of a net content not exceeding 3 kg	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110018-  	- - - - - Other	 	7.5% but not less than 0.34 euro per kg	051	008	21
2018	HS2017	2101110092-  	- - - - - In immediate packings of a net content not exceeding 3 kg	10	 	051	008	21
2018	HS2017	2101110093-  	- - - - - Other	10	 	051	008	21
2018	HS2017	2101110097-  	- - - - - In immediate packings of a net content not exceeding 3 kg	 	7.5% but not less than 0.375 euro per kg	051	008	21
2018	HS2017	2101110098-  	- - - - - Other	 	7.5% but not less than 0.375 euro per kg	051	008	21
2018	HS2017	2101129201-  	- - - - In immediate packings of a net content not exceeding 3 kg	11	 	051	008	21
2018	HS2017	2101129209-  	- - - - Other	11	 	051	008	21
2018	HS2017	2101129801-  	- - - - In immediate packings of a net content not exceeding 3 kg	11	 	051	008	21
2018	HS2017	2101129809-  	- - - - Other	11	 	051	008	21
2018	HS2017	2101202000-  	- - Extracts, essences or concentrates	11	 	051	008	21
2018	HS2017	2101209200-  	- - - With a basis of extracts, essences or concentrates or with a basis of tea or maté	11	 	051	008	21
2018	HS2017	2101209800-  	- - - Other	11	 	051	008	21
2018	HS2017	2101301100-  	- - - Roasted chicory	12	 	051	008	21
2018	HS2017	2101301900-  	- - - Other	13	 	051	008	21
2018	HS2017	2101309100-  	- - - Of roasted chicory	13	 	051	008	21
2018	HS2017	2101309900-  	- - - Other	13	 	051	008	21
2018	HS2017	2102101000-  	- - Culture yeasts	12.5	 	051	008	21
2018	HS2017	2102103100-  	- - - Dried	0	 	051	008	21
2018	HS2017	2102103900-  	- - - Other	12.5	 	051	008	21
2018	HS2017	2102109000-  	- - Other	0	 	051	008	21
2018	HS2017	2102201100-  	- - - In tablet, cube or similar form, or in immediate packings of a net content not exceeding 1 kg	12	 	051	008	21
2018	HS2017	2102201900-  	- - - Other	12	 	051	008	21
2018	HS2017	2102209000-  	- - Other	12	 	051	008	21
2018	HS2017	2102300000-  	- Prepared baking powders	10	 	051	008	21
2018	HS2017	2103100000-  	- Soya sauce	8	 	051	008	21
2018	HS2017	2103200000-  	- Tomato ketchup and other tomato sauces	10	 	051	008	21
2018	HS2017	2103301000-  	- - Mustard flour and meal	15	 	051	008	21
2018	HS2017	2103309000-  	- - Prepared mustard	10	 	051	008	21
2018	HS2017	2103901000-  	- - Mango chutney, liquid	6	 	051	008	21
2018	HS2017	2103903000-  	- - Aromatic bitters of an alcoholic strength by volume of 44.2 to 49.2% vol containing from 1.5 to 6% by weight of gentian, spices and various ingredients and from 4 to 10% of sugar, in containers holding 0.5 litre or less	 	2 euro per litre	051	008	21
2018	HS2017	2103909001-  	- - - Mayonnaise sauce	6	 	051	008	21
2018	HS2017	2103909009-  	- - - Other	6	 	051	008	21
2018	HS2017	2104100000-  	- Soups and broths and preparations therefor	12.5	 	051	008	21
2018	HS2017	2104200010-  	- - For infants or young children	0	 	051	008	21
2018	HS2017	2104200090-  	- - Other	10	 	051	008	21
2018	HS2017	2105001000-  	- Containing no milkfats or containing less than 3% by weight of such fats	10	 	051	008	21
2018	HS2017	2105009100-  	- - 3% or more but less than 7%	10	 	051	008	21
2018	HS2017	2105009900-  	- - 7% or more	10	 	051	008	21
2018	HS2017	2106102000-  	- - Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1.5% milkfat, 5% sucrose or isoglucose, 5% glucose or starch	5	 	051	008	21
2018	HS2017	2106108000-  	- - Other	5	 	051	008	21
2018	HS2017	2106902000-  	- - Compound alcoholic preparations, other than those based on odoriferous substances, of a kind used for the manufacture of beverages	10	 	051	008	21
2018	HS2017	2106903000-  	- - - Isoglucose syrups	8	 	051	008	21
2018	HS2017	2106905100-  	- - - - Lactose syrup	8	 	051	008	21
2018	HS2017	2106905500-  	- - - - Glucose syrup and maltodextrine syrup	8	 	051	008	21
2018	HS2017	2106905900-  	- - - - Other	10	 	051	008	21
2018	HS2017	2106909200-  	- - - Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1.5% milkfat, 5% sucrose or isoglucose, 5% glucose or starch	10	 	051	008	21
2018	HS2017	2106909801-  	- - - - Sugar- (sucrose-) free gum and/or gum containing sugar substitute	 	10% but not less than 0.6 euro per kg	051	008	21
2018	HS2017	2106909802-  	- - - - Sugar-free gum (semifinished)	 	8% but not less than 0.33 euro per kg	051	008	21
2018	HS2017	2106909803-  	- - - - Mixtures of vitamins and minerals regarded as a balanced food supplement	5	 	051	008	21
2018	HS2017	2106909804-  	- - - - Human grade food mixtures or preparations of animal or vegetable fats or oils or fractions thereof, containing over 15 % of milk fat by weight	 	12% but not less than 0.12 euro per kg	051	008	21
2018	HS2017	2106909805-  	- - - - Cheese fondue	 	10% but not less than 0.2 euro per kg	051	008	21
2018	HS2017	2106909809-  	- - - - Other	12	 	051	008	21
